WadeInstrFirst,Gender,WadeGPA,Instructors,ICESRating,Subject,WadeInstrLast,GrayInstrFirst,CRN,Salary,ICESTA,Course
,NONE,NONE,"J,Seo;",NONE,IS,,,75114,,,407
,NONE,NONE,"A,Rusch;",EXCELLENT,IS,,,77814,,False,409
,NONE,NONE,"A,Rusch;",EXCELLENT,IS,,,77815,,False,409
,NONE,NONE,"S,Comstock;",EXCELLENT,IS,,,73128,,False,410
,NONE,NONE,"S,Comstock;",EXCELLENT,IS,,,73130,,False,410
,NONE,NONE,"M,Twidale;",EXCELLENT,IS,,,73129,,False,419
,NONE,NONE,"M,Twidale;",EXCELLENT,IS,,,73131,,False,419
,NONE,NONE,"Z,Stier;",NONE,IS,,,73132,,,423
,NONE,NONE,"Z,Stier;",NONE,IS,,,76258,,,423
k,NONE,3.57,"K,Trainor;",EXCELLENT,IS,trainor,,73216,,False,430
,NONE,NONE,"K,Trainor;",EXCELLENT,IS,,,73411,,False,430
k,NONE,3.76,"K,Trainor;",EXCELLENT,IS,trainor,,73215,,False,430
,NONE,NONE,"K,Trainor;",EXCELLENT,IS,,,73268,,False,430
,NONE,NONE,"K,Trainor;",EXCELLENT,IS,,,73409,,False,430
k,NONE,3.9,"K,Trainor;",EXCELLENT,IS,trainor,,73212,,False,430
m,NONE,3.98,"T,Hsiao;M,Turk;",NONE,IS,turk,,73217,,,445
,NONE,NONE,"T,Hsiao;M,Turk;",NONE,IS,,,73218,,,445
j,NONE,3.92,"J,Naiman;",EXCELLENT,IS,naiman,,76467,,False,445
,NONE,NONE,"J,Naiman;",EXCELLENT,IS,,,76468,,False,445
j,NONE,3.86,"J,Naiman;",EXCELLENT,IS,naiman,,73220,,False,445
,NONE,NONE,"J,Naiman;",EXCELLENT,IS,,,75390,,False,445
k,NONE,3.92,"K,Trainor;",NONE,IS,trainor,,75130,,,446
,NONE,NONE,"K,Trainor;",NONE,IS,,,75131,,,446
,NONE,NONE,"L,Diekman;",EXCELLENT,IS,,,76246,,False,453
,NONE,NONE,"L,Diekman;",EXCELLENT,IS,,,76248,,False,453
,NONE,NONE,"A,Uhe;",NONE,IS,,,71895,,,455
,NONE,NONE,"A,Uhe;",NONE,IS,,,73233,,,455
a,NONE,3.7,"A,Rangarajan;",NONE,IS,rangarajan,,71897,,,455
,NONE,NONE,"A,Rangarajan;",NONE,IS,,,77535,,,455
k,NONE,3.93,"K,McDowell;M,Turk;",NONE,IS,mcdowell,,75132,,,457
,NONE,NONE,"K,McDowell;M,Turk;",NONE,IS,,,75133,,,457
p,NONE,3.61,"P,Darch;",NONE,IS,darch,,77490,,,467
,NONE,NONE,"P,Darch;",NONE,IS,,,77491,,,467
,NONE,NONE,"M,Hensley;",NONE,IS,,,73412,,,471
,NONE,NONE,"M,Wong;",OUTSTANDING,IS,,,73413,,False,471
e,NONE,3.47,"E,Maemura;",NONE,IS,maemura,,74040,,,477
,NONE,NONE,"E,Maemura;",NONE,IS,,,77487,,,477
,NONE,NONE,"R,Shasteen;",NONE,IS,,,69549,,,490
,NONE,NONE,"D,Duffy;",NONE,IS,,,71810,,,490
,NONE,NONE,"D,Duffy;",NONE,IS,,,71811,,,490
s,NONE,3.87,"S,Dahlen;",NONE,IS,dahlen,,77475,,,491
,NONE,NONE,"S,Dahlen;",NONE,IS,,,77476,,,491
,NONE,NONE,"J,Weible;",EXCELLENT,IS,,,77492,,False,497
,NONE,NONE,"J,Weible;",EXCELLENT,IS,,,77544,,False,497
a,NONE,3.9,"A,Rangarajan;",NONE,IS,rangarajan,,73556,,,497
,NONE,NONE,"A,Rangarajan;",NONE,IS,,,77545,,,497
b,NONE,3.93,"B,Woodard;",NONE,IS,woodard,,73140,,,501
m,NONE,3.76,"M,Wong;",OUTSTANDING,IS,wong,,73142,,False,501
,NONE,NONE,"B,Alvarez;",OUTSTANDING,IS,,,73143,,False,501
e,NONE,3.85,"E,Hoiem;",EXCELLENT,IS,hoiem,,73148,,False,503
,NONE,NONE,"A,Rusch;",EXCELLENT,IS,,,73144,,False,504
,NONE,NONE,"J,Chin;",NONE,IS,,,74773,,,504
,NONE,NONE,"J,Chin;",NONE,IS,,,73145,,,504
,NONE,NONE,"E,LaRue;",NONE,IS,,,68972,,,505
s,NONE,3.87,"S,Comstock;",NONE,IS,comstock,,73150,,,505
b,NONE,3.94,"B,Alvarez;",OUTSTANDING,IS,alvarez,,73942,,False,505
,NONE,NONE,"T,MacMullen;",NONE,IS,,,75727,,,505
,NONE,NONE,"T,MacMullen;",NONE,IS,,,75746,,,505
,NONE,NONE,"I,Choi;",NONE,IS,,,69081,,,505
,NONE,NONE,"S,Besser;",NONE,IS,,,68976,,,507
,NONE,NONE,"S,Besser;",NONE,IS,,,70324,,,507
,NONE,NONE,"V,Torvik;",EXCELLENT,IS,,,73151,,False,507
,NONE,NONE,"K,McDowell;",OUTSTANDING,IS,,,77477,,False,509
,NONE,NONE,"B,Mak;",NONE,IS,,,77511,,,509
m,NONE,3.83,"M,Ocepek;",EXCELLENT,IS,ocepek,,75022,,False,510
a,NONE,3.74,"A,Takazawa;",NONE,IS,takazawa,,75023,,,510
k,NONE,3.95,"K,Kritikos;",OUTSTANDING,IS,kritikos,,73152,,False,510
c,NONE,3.94,"T,Walczyk;",EXCELLENT,IS,walczyk,,73153,,False,510
,NONE,NONE,"A,Abney;",NONE,IS,,,70325,,,510
,NONE,NONE,"M,Morales;",NONE,IS,,,73989,,,510
,NONE,NONE,"K,Williams;",NONE,IS,,,75468,,,510
,NONE,NONE,"Y,Song;",EXCELLENT,IS,,,73154,,False,514
,NONE,NONE,"I,Choi;",EXCELLENT,IS,,,76432,,False,515
h,NONE,3.71,"H,Kilicoglu;B,Ludaescher;",EXCELLENT,IS,kilicoglu,,77504,,False,515
,NONE,NONE,"C,Moss;",EXCELLENT,IS,,,77567,,False,515
,NONE,NONE,"R,Hendricks;",EXCELLENT,IS,,,77495,,False,517
j,NONE,3.82,"J,Teper;",OUTSTANDING,IS,teper,,73160,,False,523
m,NONE,3.94,"M,Wonderlich;",EXCELLENT,IS,wonderlich,,73161,,False,525
m,NONE,3.96,"M,Wonderlich;",EXCELLENT,IS,wonderlich,,77509,,False,525
,NONE,NONE,"B,Green;",NONE,IS,,,77474,,,525
,NONE,NONE,"B,Green;",NONE,IS,,,76245,,,525
,NONE,NONE,"J,Downie;",OUTSTANDING,IS,,,73228,,False,529
,NONE,NONE,"J,Downie;",OUTSTANDING,IS,,,74823,,False,529
a,NONE,3.91,"A,Barnhart;",NONE,IS,barnhart,,73163,,,530
,NONE,NONE,"J,Holba Puacz;",EXCELLENT,IS,,,73164,,False,530
,NONE,NONE,"J,Holba Puacz;",EXCELLENT,IS,,,73162,,False,530
,NONE,NONE,"R,Shasteen;",NONE,IS,,,73165,,,532
,NONE,NONE,"Y,Song;",EXCELLENT,IS,,,73166,,False,534
,NONE,NONE,"D,Charles;",EXCELLENT,IS,,,73167,,False,534
,NONE,NONE,"A,Hetrick;",NONE,IS,,,73168,,,537
l,NONE,3.87,"L,Diekman;",NONE,IS,diekman,,73172,,,542
,NONE,NONE,"M,Oliver;",NONE,IS,,,73173,,,543
,NONE,NONE,"Z,Revell;B,Woodard;",NONE,IS,,,75810,,,544
b,NONE,3.97,"B,Alvarez;",OUTSTANDING,IS,alvarez,,73174,,False,544
,NONE,NONE,,NONE,IS,,,73805,,,549
,NONE,NONE,"L,Diekman;",EXCELLENT,IS,,,73176,,False,551
,NONE,NONE,"B,Miller;",NONE,IS,,,77866,,,556
,NONE,NONE,"L,Kendall;",NONE,IS,,,68985,,,560
,NONE,NONE,"S,Schwartz;",NONE,IS,,,69025,,,562
,NONE,NONE,"M,Salrin;",NONE,IS,,,70354,,,562
,NONE,NONE,"G,McWorter;",NONE,IS,,,77669,,,563
,NONE,NONE,"H,Kilicoglu;",NONE,IS,,,68917,,,567
,NONE,NONE,"C,Blake;",NONE,IS,,,77510,,,567
,NONE,NONE,"R,Hodson;",NONE,IS,,,76880,,,569
,NONE,NONE,"R,Hodson;",NONE,IS,,,73675,,,569
,NONE,NONE,"J,Downie;R,Han;",NONE,IS,,,75159,,,571
,NONE,NONE,"A,Mitchell;",NONE,IS,,,73240,,,571
b,NONE,3.97,"B,Alvarez;",OUTSTANDING,IS,alvarez,,73239,,False,571
j,NONE,3.87,"C,Deacy-Quinn;S,Schwartz;J,Teper;",NONE,IS,teper,,73242,,,573
,NONE,NONE,"W,Wilson;",EXCELLENT,IS,,,73138,,False,573
,NONE,NONE,"S,Oberg;",NONE,IS,,,73241,,,573
j,NONE,3.91,"J,He;",EXCELLENT,IS,he,,73244,,False,577
,NONE,NONE,"S,Schwebel;",NONE,IS,,,73245,,,578
,NONE,NONE,"Z,LeBlanc;",EXCELLENT,IS,,,76073,,False,578
,NONE,NONE,"K,Mattson;",EXCELLENT,IS,,,77512,,False,581
,NONE,NONE,"K,Mattson;",EXCELLENT,IS,,,77585,,False,581
k,NONE,3.78,"K,Mattson;",EXCELLENT,IS,mattson,,73246,,False,581
m,NONE,3.77,"M,Wong;",NONE,IS,wong,,73249,,,582
,NONE,NONE,"E,Knutson;",NONE,IS,,,73324,,,582
,NONE,NONE,"S,Johnson;",NONE,IS,,,77566,,,582
,NONE,NONE,"E,Butt;K,Koh;",EXCELLENT,IS,,,73354,,False,582
j,NONE,3.8,"J,Vincler;",NONE,IS,vincler,,73251,,,582
a,NONE,3.75,"A,Huot;",NONE,IS,huot,,74052,,,583
,NONE,NONE,"S,Berger;",NONE,IS,,,73682,,,583
,NONE,NONE,"B,Mak;",NONE,IS,,,75357,,,583
,NONE,NONE,"J,Vincler;",NONE,IS,,,77513,,,583
,NONE,NONE,"J,Dapier;",NONE,IS,,,76035,,,584
,NONE,NONE,"M,Bashir;",NONE,IS,,,73311,,,584
,NONE,NONE,"B,Bothmann;",NONE,IS,,,70377,,,585
,NONE,NONE,"M,Lopez;",NONE,IS,,,75356,,,585
c,NONE,2.48,"C,Lueg;",NONE,IS,lueg,,73255,,,586
,NONE,NONE,,NONE,IS,,,73758,,,589
,NONE,NONE,"Z,LeBlanc;",NONE,IS,,,78084,,,589
,NONE,NONE,"B,Gipson;",NONE,IS,,,70339,,,590
,NONE,NONE,"S,Benson;",NONE,IS,,,77812,,,591
m,NONE,3.83,"M,Wong;",OUTSTANDING,IS,wong,,75403,,False,591
,NONE,NONE,"K,Lucht;",NONE,IS,,,77843,,,591
,NONE,NONE,"K,Lucht;",NONE,IS,,,77845,,,591
,NONE,NONE,"K,Lucht;",NONE,IS,,,77846,,,591
,NONE,NONE,"K,Egan;",NONE,IS,,,73257,,,592
,NONE,NONE,"A,Craig;",OUTSTANDING,IS,,,73256,,False,592
,NONE,NONE,"J,Holba Puacz;",EXCELLENT,IS,,,75397,,False,592
,NONE,NONE,"A,Abney;",NONE,IS,,,75361,,,593
,NONE,NONE,"J,Jones;",NONE,IS,,,73258,,,593
,NONE,NONE,"L,Hinchliffe;",EXCELLENT,IS,,,73685,,False,594
,NONE,NONE,"B,Mead-Harvey;",EXCELLENT,IS,,,73259,,False,594
d,NONE,3.86,"D,Charles;",EXCELLENT,IS,charles,,73266,,False,595
,NONE,NONE,"D,Wang;",EXCELLENT,IS,,,75278,,False,596
,NONE,NONE,"J,Weible;",NONE,IS,,,73265,,,597
j,NONE,3.48,"J,Weible;",NONE,IS,weible,,73264,,,597
j,NONE,3.53,"J,Diesner;",EXCELLENT,IS,diesner,,76353,,False,597
,NONE,NONE,,NONE,IS,,,69002,,,599
,NONE,NONE,"L,Hill;S,Palmieri;",EXCELLENT,ITAL,,,45680,,True,101
,NONE,NONE,"L,Hill;S,Palmieri;",EXCELLENT,ITAL,,,35261,,True,101
,NONE,NONE,"F,Ferrari;L,Hill;",NONE,ITAL,,,35035,,,101
,NONE,NONE,"F,Ferrari;L,Hill;",NONE,ITAL,,,35297,,,101
,NONE,NONE,"L,Hill;C,Vallicelli;",NONE,ITAL,,,35341,,,101
,NONE,NONE,"S,Cipolla;L,Hill;",NONE,ITAL,,,59487,,,102
,NONE,NONE,"S,Cipolla;L,Hill;",NONE,ITAL,,,59488,,,102
,NONE,NONE,"E,Derhemi;L,Hill;",EXCELLENT,ITAL,,,31847,,False,103
,NONE,NONE,"L,Hill;",EXCELLENT,ITAL,,,31853,,False,103
,NONE,NONE,"L,Hill;",EXCELLENT,ITAL,,,31851,,False,103
e,NONE,2.96,"E,Rota;",NONE,ITAL,rota,,70468,,,156
,NONE,NONE,,NONE,ITAL,,,10459,,,199
,NONE,NONE,"E,Derhemi;",NONE,ITAL,,,30448,,,210
e,NONE,3.8,"E,Stoppino;",OUTSTANDING,ITAL,stoppino,,53944,,False,240
,NONE,NONE,,NONE,ITAL,,,10461,,,390
,NONE,NONE,"E,Stoppino;",OUTSTANDING,ITAL,,,39451,,False,414
,NONE,NONE,"R,Tywoniw;",NONE,ITAL,,,33697,,,460
,NONE,NONE,"R,Tywoniw;",NONE,ITAL,,,33437,,,460
,NONE,NONE,,NONE,ITAL,,,33658,,,489
,NONE,NONE,,NONE,ITAL,,,33459,,,489
,NONE,NONE,"A,Clay;",NONE,ITAL,,,67395,,,505
,NONE,NONE,"J,Jegerski;",NONE,ITAL,,,35671,,,584
,NONE,NONE,"A,Mroz;",EXCELLENT,ITAL,,,59715,,False,588
,NONE,NONE,"X,Yan;",OUTSTANDING,ITAL,,,61212,,False,588
,NONE,NONE,,NONE,ITAL,,,10463,,,595
,NONE,NONE,,NONE,ITAL,,,10466,,,599
,NONE,NONE,"S,Herendeen;S,Hirata;C,Nozaki;",NONE,JAPN,,,45827,,,201
,NONE,NONE,"S,Herendeen;S,Hirata;C,Nozaki;",NONE,JAPN,,,31767,,,201
,NONE,NONE,"C,Nozaki;H,Zeng;",OUTSTANDING,JAPN,,,31763,,True,201
,NONE,NONE,"T,Nagata;C,Nozaki;",NONE,JAPN,,,31766,,,201
,NONE,NONE,"C,Nozaki;",EXCELLENT,JAPN,,,49687,,False,203
,NONE,NONE,"C,Nozaki;",EXCELLENT,JAPN,,,31753,,False,203
,NONE,NONE,"C,Nozaki;",EXCELLENT,JAPN,,,31757,,False,203
,NONE,NONE,"S,Hirata;M,Sadler;",EXCELLENT,JAPN,,,30458,,False,305
,NONE,NONE,"S,Hirata;M,Sadler;",EXCELLENT,JAPN,,,30461,,False,440
,NONE,NONE,"S,Hirata;M,Sadler;",EXCELLENT,JAPN,,,42882,,False,440
c,NONE,3.75,"C,Ball;",EXCELLENT,JOUR,ball,,75301,,False,101
y,NONE,3.43,"Y,Ng;",EXCELLENT,JOUR,ng,,35316,,False,200
c,NONE,2.92,"C,Evans;",EXCELLENT,JOUR,evans,,69379,,False,200
j,NONE,3.49,"J,Heuman;",NONE,JOUR,heuman,,62988,,,205
,NONE,NONE,"C,King;",EXCELLENT,JOUR,,,62999,,False,210
,NONE,NONE,"A,Tate;",NONE,JOUR,,,63004,,,210
,NONE,NONE,"S,Ledford;",NONE,JOUR,,,63024,,,215
,NONE,NONE,"S,Ledford;",NONE,JOUR,,,63022,,,215
,NONE,NONE,"A,Davis;",NONE,JOUR,,,75307,,,215
,NONE,NONE,"A,Davis;",NONE,JOUR,,,63826,,,215
,NONE,NONE,"K,Erdey;",NONE,JOUR,,,73181,,,217
,NONE,NONE,"K,Erdey;",NONE,JOUR,,,77194,,,217
,NONE,NONE,"K,Erdey;",NONE,JOUR,,,77192,,,217
,NONE,NONE,"C,Lombardi;",EXCELLENT,JOUR,,,70191,,False,220
,NONE,NONE,"C,Lombardi;",EXCELLENT,JOUR,,,70192,,False,220
,NONE,NONE,"C,Lombardi;",EXCELLENT,JOUR,,,70190,,False,220
,NONE,NONE,"A,Davis;",NONE,JOUR,,,75311,,,240
m,NONE,3.73,"M,Garza;",NONE,JOUR,garza,,51738,,,250
,NONE,NONE,"C,Evans;",NONE,JOUR,,,72962,,,280
s,NONE,1.93,"S,Helle;",NONE,JOUR,helle,,62989,,,311
,NONE,NONE,"L,Dash;",NONE,JOUR,,,63012,,,315
,NONE,NONE,"L,Dash;",NONE,JOUR,,,63010,,,315
,NONE,NONE,"K,Erdey;",NONE,JOUR,,,73182,,,317
,NONE,NONE,"K,Erdey;",NONE,JOUR,,,77196,,,317
,NONE,NONE,"K,Erdey;",NONE,JOUR,,,77195,,,317
,NONE,NONE,"S,Ledford;",NONE,JOUR,,,62994,,,335
,NONE,NONE,"A,Davis;",NONE,JOUR,,,62996,,,340
,NONE,NONE,"A,Davis;",NONE,JOUR,,,62995,,,340
,NONE,NONE,"C,Evans;",NONE,JOUR,,,75472,,,400
,NONE,NONE,"K,Erdey;",NONE,JOUR,,,73394,,,417
,NONE,NONE,"K,Erdey;",NONE,JOUR,,,77198,,,417
,NONE,NONE,"K,Erdey;",NONE,JOUR,,,77197,,,417
,NONE,NONE,"E,Kieser;",NONE,JOUR,,,77346,,,427
,NONE,NONE,"K,Erdey;",NONE,JOUR,,,31814,,,445
,NONE,NONE,"K,Erdey;",NONE,JOUR,,,31899,,,445
c,NONE,3.74,"C,Ball;",NONE,JOUR,ball,,48314,,,451
,NONE,NONE,,NONE,JOUR,,,10470,,,460
,NONE,NONE,"M,Sotirovic;",NONE,JOUR,,,75324,,,471
,NONE,NONE,,NONE,JOUR,,,10471,,,480
,NONE,NONE,"L,Dash;",NONE,JOUR,,,63822,,,482
,NONE,NONE,"A,Davis;",NONE,JOUR,,,75325,,,494
,NONE,NONE,"A,Davis;",NONE,JOUR,,,30466,,,495
,NONE,NONE,"A,Davis;",NONE,JOUR,,,50822,,,495
,NONE,NONE,"M,Phillips;",NONE,JOUR,,,63489,,,495
,NONE,NONE,"S,Ledford;",NONE,JOUR,,,63622,,,501
,NONE,NONE,"S,Craft;",EXCELLENT,JOUR,,,39937,,False,505
,NONE,NONE,,NONE,JOUR,,,10472,,,515
,NONE,NONE,,NONE,JOUR,,,58770,,,590
,NONE,NONE,"B,Rosenstock;",NONE,JS,,,70854,,,108
,NONE,NONE,"B,Kaplan;",NONE,JS,,,70049,,,209
,NONE,NONE,"L,Maggid Alon;",NONE,JS,,,63458,,,211
,NONE,NONE,"R,Harris;",NONE,JS,,,72547,,,212
,NONE,NONE,"P,Fritzsche;",NONE,JS,,,71727,,,252
,NONE,NONE,"L,Maggid Alon;",NONE,JS,,,72610,,,495
,NONE,NONE,"B,Kaplan;",NONE,JS,,,68356,,,502
,NONE,NONE,"D,Bein;",OUTSTANDING,KIN,,,33208,,True,100
,NONE,NONE,"D,Bein;",OUTSTANDING,KIN,,,33293,,True,100
j,NONE,3.83,"J,North;",EXCELLENT,KIN,north,,74588,,True,100
j,NONE,3.52,"J,Adamek;",EXCELLENT,KIN,adamek,,74589,,True,100
j,NONE,3.75,"J,North;",EXCELLENT,KIN,north,,74591,,True,100
j,NONE,3.77,"J,Adamek;",EXCELLENT,KIN,adamek,,74592,,True,100
n,NONE,3.83,"N,Skorin;",OUTSTANDING,KIN,skorin,,35098,,True,100
,NONE,NONE,"N,Skorin;",OUTSTANDING,KIN,,,35103,,True,100
,NONE,NONE,"S,Voss;",OUTSTANDING,KIN,,,50940,,True,100
,NONE,NONE,"G,Strittmater;",OUTSTANDING,KIN,,,31819,,True,101
,NONE,NONE,"G,Strittmater;",OUTSTANDING,KIN,,,31823,,True,101
i,NONE,3.94,"I,Canton;",NONE,KIN,canton,,35039,,,102
y,NONE,3.97,"Y,Soto;",OUTSTANDING,KIN,soto,,35056,,True,102
,NONE,NONE,"Y,Soto;",OUTSTANDING,KIN,,,35065,,True,102
,NONE,NONE,"Y,Soto;",OUTSTANDING,KIN,,,33311,,True,102
,NONE,NONE,"S,Choi;",OUTSTANDING,KIN,,,76240,,True,103
s,NONE,3.91,"S,Choi;",OUTSTANDING,KIN,choi,,76241,,True,103
,NONE,NONE,"Y,Kim;",OUTSTANDING,KIN,,,30483,,True,103
,NONE,NONE,"Y,Kim;",OUTSTANDING,KIN,,,67291,,True,103
c,NONE,3.92,"C,Clarke;",OUTSTANDING,KIN,clarke,,33212,,False,104
c,NONE,3.65,"C,Clarke;",OUTSTANDING,KIN,clarke,,33340,,False,104
c,NONE,3.7,"C,Clarke;",OUTSTANDING,KIN,clarke,,33291,,False,104
c,NONE,3.74,"C,Clarke;",OUTSTANDING,KIN,clarke,,51809,,False,104
c,NONE,3.91,"C,Clarke;",OUTSTANDING,KIN,clarke,,58989,,False,104
c,NONE,3.96,"C,Clarke;",OUTSTANDING,KIN,clarke,,33299,,False,104
c,NONE,3.98,"C,Clarke;",OUTSTANDING,KIN,clarke,,33312,,False,104
,NONE,NONE,"C,Clarke;",OUTSTANDING,KIN,,,33314,,False,104
c,NONE,3.86,"C,Clarke;",OUTSTANDING,KIN,clarke,,33315,,False,104
c,NONE,3.86,"C,Clarke;",OUTSTANDING,KIN,clarke,,33334,,False,104
c,NONE,3.9,"C,Clarke;",OUTSTANDING,KIN,clarke,,58990,,False,104
c,NONE,3.58,"C,Clarke;",OUTSTANDING,KIN,clarke,,33336,,False,104
c,NONE,3.62,"C,Clarke;",OUTSTANDING,KIN,clarke,,33339,,False,104
,NONE,NONE,"-,Vaishnavi Sridharan;",EXCELLENT,KIN,,,31831,,True,107
,NONE,NONE,"-,Vaishnavi Sridharan;",EXCELLENT,KIN,,,31835,,True,107
j,NONE,3.51,"J,Ensign;I,Rice;",NONE,KIN,ensign,,76760,,,108
s,NONE,3.97,"S,Ragab;",OUTSTANDING,KIN,ragab,,31838,,True,109
s,NONE,3.94,"S,Ragab;",OUTSTANDING,KIN,ragab,,50127,,True,109
z,NONE,3.96,"Z,Zupancic;",EXCELLENT,KIN,zupancic,,31841,,True,109
,NONE,NONE,"Z,Zupancic;",EXCELLENT,KIN,,,31844,,True,109
,NONE,NONE,"J,Elliott;I,Rice;",NONE,KIN,,,30485,,,111
j,NONE,3.74,"J,Bensken;",EXCELLENT,KIN,bensken,,30488,,True,122
a,NONE,3.75,"I,Rice;A,Richards;",NONE,KIN,richards,,71345,,,122
a,NONE,3.87,"A,O'Neill;K,Tyner;",EXCELLENT,KIN,o'neill,,30490,,False,125
,NONE,NONE,"B,Montero Herrera;",EXCELLENT,KIN,,,31877,,True,140
,NONE,NONE,"S,Philip;",EXCELLENT,KIN,,,31880,,True,140
,NONE,NONE,"B,Montero Herrera;",EXCELLENT,KIN,,,31883,,True,140
,NONE,NONE,"B,Cuadra-Arguello;",NONE,KIN,,,31886,,,140
,NONE,NONE,"B,Cuadra-Arguello;",NONE,KIN,,,31889,,,140
d,NONE,3.39,"D,Pindus;",NONE,KIN,pindus,,31892,,,140
s,NONE,3.38,"S,Sydnor;",NONE,KIN,sydnor,,68439,,,142
s,NONE,3.22,"S,Sydnor;",NONE,KIN,sydnor,,42812,,,142
m,NONE,2.87,"M,Boppart;",NONE,KIN,boppart,,31979,,,150
,NONE,NONE,"A,Morgan;C,Weidenhamer;",EXCELLENT,KIN,,,31965,,True,150
,NONE,NONE,"A,Fliflet;A,Morgan;",EXCELLENT,KIN,,,31967,,True,150
,NONE,NONE,"A,Fliflet;A,Morgan;",EXCELLENT,KIN,,,31970,,True,150
,NONE,NONE,"A,Morgan;C,Weidenhamer;",EXCELLENT,KIN,,,31973,,True,150
,NONE,NONE,"A,Morgan;",EXCELLENT,KIN,,,31976,,True,150
a,NONE,2.98,"I,Rice;A,Richards;",NONE,KIN,richards,,66705,,,160
g,NONE,3.91,"G,Strittmater;",NONE,KIN,strittmater,,32002,,,199
j,NONE,3.83,"J,O'Connor;",NONE,KIN,o'connor,,73451,,,199
,NONE,NONE,"R,Malani;",NONE,KIN,,,67725,,,201
,NONE,NONE,"N,Smith;",EXCELLENT,KIN,,,67726,,True,201
,NONE,NONE,"N,Smith;",EXCELLENT,KIN,,,67727,,True,201
,NONE,NONE,"V,Garcia;",EXCELLENT,KIN,,,67728,,True,201
,NONE,NONE,"I,Canton;",NONE,KIN,,,76944,,,201
k,NONE,3.53,"K,Richards;",EXCELLENT,KIN,richards,,67724,,False,201
,NONE,NONE,"J,Pazmino;C,Santos;",NONE,KIN,,,43225,,,230
s,NONE,3.35,"S,Mullen;",NONE,KIN,mullen,,59390,,,247
m,NONE,3.82,"M,Haugen;I,Rice;",NONE,KIN,haugen,,72402,,,249
m,NONE,3.68,"M,Haugen;I,Rice;",NONE,KIN,haugen,,64837,,,249
,NONE,NONE,"A,Harris;I,Rice;",EXCELLENT,KIN,,,77007,,False,250
,NONE,NONE,"J,Andhale;",NONE,KIN,,,67716,,,259
,NONE,NONE,"J,Andhale;",NONE,KIN,,,67718,,,259
,NONE,NONE,"N,Kundal;",NONE,KIN,,,67720,,,259
,NONE,NONE,"N,Kundal;",NONE,KIN,,,67722,,,259
m,NONE,3.68,"M,Hernandez;",NONE,KIN,hernandez,,67714,,,259
a,NONE,3.79,"A,Trad;",OUTSTANDING,KIN,trad,,59853,,True,260
,NONE,NONE,"K,Valdez;",EXCELLENT,KIN,,,35136,,True,262
,NONE,NONE,"K,Valdez;",EXCELLENT,KIN,,,35139,,True,262
n,NONE,3.81,"N,Skorin;",NONE,KIN,skorin,,35119,,,262
,NONE,NONE,"E,Rubin;",EXCELLENT,KIN,,,31937,,True,268
,NONE,NONE,"E,Rubin;",EXCELLENT,KIN,,,31938,,True,268
a,NONE,3.84,"A,Trad;",OUTSTANDING,KIN,trad,,31945,,True,268
s,NONE,3.36,"S,Petruzzello;",OUTSTANDING,KIN,petruzzello,,59595,,False,340
,NONE,NONE,"M,Woods;",EXCELLENT,KIN,,,59596,,True,340
,NONE,NONE,"J,North;",NONE,KIN,,,59597,,,340
,NONE,NONE,"M,Woods;",EXCELLENT,KIN,,,59598,,True,340
,NONE,NONE,"J,North;",NONE,KIN,,,59599,,,340
,NONE,NONE,"J,Adamek;",EXCELLENT,KIN,,,59600,,True,340
,NONE,NONE,"J,Adamek;",EXCELLENT,KIN,,,75877,,True,340
,NONE,NONE,"S,Petruzzello;",OUTSTANDING,KIN,,,64961,,False,340
,NONE,NONE,"A,Burgos;",NONE,KIN,,,59525,,,345
j,NONE,2.94,"J,Allen;",EXCELLENT,KIN,allen,,32026,,False,352
,NONE,NONE,"A,Askow;T,Barnes;",OUTSTANDING,KIN,,,32017,,True,352
,NONE,NONE,"A,Askow;C,Lin;",OUTSTANDING,KIN,,,32024,,True,352
,NONE,NONE,"A,Askow;C,Lin;",OUTSTANDING,KIN,,,32025,,True,352
,NONE,NONE,"A,Askow;T,Barnes;",OUTSTANDING,KIN,,,57856,,True,352
i,NONE,3.55,"I,Rice;",NONE,KIN,rice,,31928,,,355
,NONE,NONE,"S,Philip;",EXCELLENT,KIN,,,32027,,True,355
,NONE,NONE,"S,Voss;",OUTSTANDING,KIN,,,31926,,True,355
,NONE,NONE,"S,Pauly;",NONE,KIN,,,31927,,,355
,NONE,NONE,"S,Pauly;",NONE,KIN,,,58041,,,355
i,NONE,3.49,"I,Rice;",NONE,KIN,rice,,30519,,,360
,NONE,NONE,"K,Richards;",NONE,KIN,,,30514,,,361
,NONE,NONE,"J,O'Connor;",OUTSTANDING,KIN,,,31962,,False,364
,NONE,NONE,"N,Smith;",NONE,KIN,,,56160,,,365
g,NONE,3.9,"G,Strittmater;",OUTSTANDING,KIN,strittmater,,61098,,True,369
,NONE,NONE,"H,Belay;A,Strohman;",NONE,KIN,,,61716,,,375
,NONE,NONE,,NONE,KIN,,,10475,,,385
,NONE,NONE,,NONE,KIN,,,48059,,,386
,NONE,NONE,"N,Smith;",NONE,KIN,,,39909,,,387
,NONE,NONE,"N,Smith;",NONE,KIN,,,39911,,,387
,NONE,NONE,,NONE,KIN,,,10477,,,391
,NONE,NONE,,NONE,KIN,,,10479,,,393
,NONE,NONE,"M,Hanks;",EXCELLENT,KIN,,,40669,,False,401
